timestamp,value,anomaly_tag,probability
01-01-2021 00:00,0.74507123,0,0
01-01-2021 00:05,-0.207396452,0,0
01-01-2021 00:10,0.971532807,0,0
01-01-2021 00:15,17.28454478,1,1
01-01-2021 00:20,-0.351230062,0,0
01-01-2021 00:25,-0.351205435,0,0
01-01-2021 00:30,2.368819223,0,0
01-01-2021 00:35,1.151152094,0,0
01-01-2021 00:40,14.29578842,1,1
01-01-2021 00:45,0.813840065,0,0
01-01-2021 00:50,-0.695126539,0,0
01-01-2021 00:55,-0.69859463,0,0
01-01-2021 01:00,0.362943407,0,0
01-01-2021 01:05,-2.869920367,0,0
01-01-2021 01:10,-2.587376749,0,0
01-01-2021 01:15,9.156568706,1,1
01-01-2021 01:20,-1.519246681,0,0
01-01-2021 01:25,0.471370999,0,0
01-01-2021 01:30,-1.362036113,0,0
01-01-2021 01:35,-2.118455552,0,0
01-01-2021 01:40,2.198473153,0,0
01-01-2021 01:45,-0.338664451,0,0
01-01-2021 01:50,0.101292307,0,0
01-01-2021 01:55,17.86287772,1,1
01-01-2021 02:00,-0.816574087,0,0
01-01-2021 02:05,0.166383885,0,0
01-01-2021 02:10,-1.726490366,0,0
01-01-2021 02:15,0.563547028,0,0
01-01-2021 02:20,-0.900958035,0,0
01-01-2021 02:25,14.56245938,1,1
01-01-2021 02:30,-0.902559918,0,0
01-01-2021 02:35,2.778417277,0,0
01-01-2021 02:40,-0.020245837,0,0
01-01-2021 02:45,8.413433607,1,1
01-01-2021 02:50,21.23381737,1,1
01-01-2021 02:55,-1.831265475,0,0
01-01-2021 03:00,0.313295393,0,0
01-01-2021 03:05,-2.939505186,0,0
01-01-2021 03:10,-1.992279073,0,0
01-01-2021 03:15,0.295291854,0,0
01-01-2021 03:20,16.10769987,1,1
01-01-2021 03:25,0.257052422,0,0
01-01-2021 03:30,-0.173472424,0,0
01-01-2021 03:35,-0.451655543,0,0
01-01-2021 03:40,-2.217782986,0,0
01-01-2021 03:45,-1.079766313,0,0
01-01-2021 03:50,-0.690958156,0,0
01-01-2021 03:55,1.585683339,0,0
01-01-2021 04:00,0.515427434,0,0
01-01-2021 04:05,-2.644560233,0,0
01-01-2021 04:10,0.486125954,0,0
01-01-2021 04:15,-0.577623421,0,0
01-01-2021 04:20,-1.015383,0,0
01-01-2021 04:25,0.917514433,0,0
01-01-2021 04:30,1.546499284,0,0
01-01-2021 04:35,1.396920179,0,0
01-01-2021 04:40,-1.258826285,0,0
01-01-2021 04:45,-0.463818564,0,0
01-01-2021 04:50,0.496895147,0,0
01-01-2021 04:55,1.463317691,0,0
01-01-2021 05:00,-0.718761357,0,0
01-01-2021 05:05,-0.278488465,0,0
01-01-2021 05:10,-1.659502461,0,0
01-01-2021 05:15,-1.794309936,0,0
01-01-2021 05:20,1.218788734,0,0
01-01-2021 05:25,2.034360043,0,0
01-01-2021 05:30,-0.108015182,0,0
01-01-2021 05:35,1.505299347,0,0
01-01-2021 05:40,0.542454038,0,0
01-01-2021 05:45,-0.967679632,0,0
01-01-2021 05:50,0.542093408,0,0
01-01-2021 05:55,2.30705485,0,0
01-01-2021 06:00,-0.053739059,0,0
01-01-2021 06:05,2.346965484,0,0
01-01-2021 06:10,-3.929617656,0,0
01-01-2021 06:15,1.232853757,0,0
01-01-2021 06:20,0.130570602,0,0
01-01-2021 06:25,-0.448511026,0,0
01-01-2021 06:30,15.13764116,1,1
01-01-2021 06:35,12.01864663,1,1
01-01-2021 06:40,14.67049217,1,1
01-01-2021 06:45,0.535668857,0,0
01-01-2021 06:50,2.216841067,0,0
01-01-2021 06:55,-0.777405327,0,0
01-01-2021 07:00,18.7872596,1,1
01-01-2021 07:05,-0.752635565,0,0
01-01-2021 07:10,1.373103177,0,0
01-01-2021 07:15,0.493126664,0,0
01-01-2021 07:20,-0.794640306,0,0
01-01-2021 07:25,0.76990115,0,0
01-01-2021 07:30,0.145616324,0,0
01-01-2021 07:35,1.452967486,0,0
01-01-2021 07:40,-1.053079641,0,0
01-01-2021 07:45,-0.49149322,0,0
01-01-2021 07:50,-0.58816223,0,0
01-01-2021 07:55,-2.195272422,0,0
01-01-2021 08:00,0.444180416,0,0
01-01-2021 08:05,0.391582908,0,0
01-01-2021 08:10,0.007670185,0,0
01-01-2021 08:15,-0.3518807,0,0
01-01-2021 08:20,-2.123056113,0,0
01-01-2021 08:25,-0.630967984,0,0
01-01-2021 08:30,-0.514071775,0,0
01-01-2021 08:35,-1.203415904,0,0
01-01-2021 08:40,-0.241928567,0,0
01-01-2021 08:45,0.606076285,0,0
01-01-2021 08:50,2.829278852,0,0
01-01-2021 08:55,0.261866719,0,0
01-01-2021 09:00,0.386325586,0,0
01-01-2021 09:05,-0.111668874,0,0
01-01-2021 09:10,-2.878156823,0,0
01-01-2021 09:15,-0.039770813,0,0
01-01-2021 09:20,0.090345315,0,0
