timestamp,temp_dev_max,temp_dev_avg,temp_dev_last,humidity_avg,door_open_count,time_above,power_avg,cumulative_damage,spoilage_percent
2021-01-01 11:52:00,2.052675184898632,0.191633879051474,-0.1862207704091503,58.96284641546328,1,5,3.1342172944959223,0.446162168120066,0.10335768181120722
2021-01-01 12:04:00,2.230471437070804,0.6270854983575648,0.1426886764757071,57.42893754808412,0,5,3.606430815017962,0.9008251255906036,0.10641975510838556
2021-01-01 12:28:00,14.726124586702106,6.065561943316729,14.726124586702106,59.83679491226613,1,25,3.177596357955613,3.550968832575598,0.39852508124823544
2021-01-01 14:21:00,9.54271697131459,3.993240445116916,9.54271697131459,55.992043999404906,0,20,3.972193540985021,5.395135719112917,0.29135186483797043
2021-01-01 14:36:00,1.4439619349995567,-0.5230359964934278,-0.539667217937982,56.56347535306177,0,0,2.833900547932354,5.428741274360615,0.10326373564140896
2021-01-01 16:26:00,3.694863168727928,0.3858356152016793,-0.0520676545578666,60.0629830637974,1,5,3.01221592210614,5.927263039408739,0.14126176425355164
2021-01-01 18:11:00,1.389684537930485,-0.1984114631589915,1.0157790983731516,59.05948505112784,3,0,4.273274969369917,5.944906863337752,0.10492550770457905
2021-01-01 19:49:00,10.982747069709085,5.90437926011271,10.982747069709085,63.76629318748883,2,30,3.596625794443685,8.372317938902487,0.42037538038896427
2021-01-01 20:17:00,2.2197731627978285,0.1710090554838856,0.7598629525087972,58.78121733124132,1,5,3.2466528152328444,8.667409350078625,0.14193940664821797
2021-01-01 20:35:00,2.073006906257916,-0.0385940990617517,0.4566736798062791,66.39251566657654,1,5,2.976732802112798,8.942215839890327,0.14201819916283615
2021-01-01 21:38:00,1.1652345066384058,-0.2147309025877604,0.778041686576671,56.97254354395784,0,0,3.177714169894483,8.877564504743084,0.1154625039837371
2021-01-01 23:16:00,3.1832342955189503,0.2372751050563503,-2.2790549489310195,52.2033617863518,0,5,3.251608378476861,9.25697017560908,0.15420264092082517
2021-01-02 00:23:00,4.780550007109454,1.7646513097436316,1.3893488143275476,64.24546039913571,1,10,3.358252078427975,10.030324672793625,0.20056774822383552
2021-01-02 01:30:00,15.31466998871521,8.602994937899206,15.31466998871521,64.66128096644775,2,25,3.91951862674807,12.555555838231843,0.5036003728510574
2021-01-02 03:24:00,4.226791346571019,2.24716327932247,1.3294189191822454,61.39884712427659,3,20,4.452413390670034,13.698670273431166,0.2818350066027906
2021-01-02 04:00:00,0.3480749060364516,-1.0491170578954414,-1.0776663318786532,56.69437916961298,0,0,3.6491594730430896,13.458808208754114,0.12975573401182447
2021-01-02 04:53:00,7.259946217081556,3.706815290643681,5.893749261278842,62.169080143608966,2,25,3.0302372077143094,15.126106773853023,0.38208964609728935
2021-01-02 06:15:00,1.4256357572790748,-0.7533314862237942,-1.98034981053096,60.74628240719117,3,0,3.445459308049699,14.963296942589311,0.1469783856961577
2021-01-02 08:06:00,7.815783294563161,4.566577428767199,7.815783294563161,56.218321303346094,2,25,3.669368735548144,16.654977766604713,0.40753559638713005
2021-01-02 09:58:00,1.8192226105240292,-0.7448493626903184,-0.404110251666836,65.07493539082475,2,0,2.7675434861797563,16.500162027103972,0.15925208666944465
2021-01-02 10:23:00,9.39010713863626,4.336875064751219,7.405295270829569,45.8316193833667,0,25,3.682299402421138,18.315389286148246,0.45371492199194907
2021-01-02 11:24:00,3.5612126151008923,-0.2397010704754597,-0.9397862740328122,59.60978332124901,0,5,2.9456925675472547,18.54308033670517,0.2175758433859721
2021-01-02 12:41:00,3.859987428165645,1.0083148879147512,2.470423515580777,60.21489184832725,1,15,3.565173677290664,19.2854974979313,0.29056884784203996
2021-01-02 14:09:00,1.3618079208636402,0.1772965226887256,0.1489984581438364,56.621612194099065,0,0,2.799973498417246,19.033244724217308,0.1692876633813405
2021-01-02 14:31:00,18.45768680811109,8.964394927016308,18.45768680811109,64.41727171372678,2,25,3.7941956173240743,21.68643313692785,0.6541562331116099
2021-01-02 15:52:00,18.52124616790285,7.507465542659145,18.52124616790285,63.43256235791719,0,20,3.569161087095465,24.04778659864377,0.6400547830330278
2021-01-02 17:27:00,2.7614146049058093,0.0186110413132271,1.013713095066123,62.088676642181504,1,5,3.427713388410711,24.082449497951664,0.2488200255928093
2021-01-02 18:19:00,1.0886499358480393,0.0774289828646743,-1.1857116831679662,67.18709901593259,4,0,3.350964262903537,23.707488201705736,0.19577057244394822
2021-01-02 19:09:00,19.8544508019203,8.205341894606736,19.8544508019203,54.11479835468075,1,25,3.3735014075841927,26.40407461625981,0.7195411453515107
2021-01-02 20:20:00,-0.0491299053239941,-1.080199613010394,-1.0692686740157455,56.89390326085394,2,0,2.996132643692832,25.871178393212862,0.1967843486673496
2021-01-02 21:57:00,1.5155175044123652,-0.2370220876595574,0.258837644451539,72.58369143545531,1,0,3.9650626864768257,25.502275540781014,0.21335644432606407
2021-01-02 22:08:00,1.5235304175952251,0.0586673143926326,-0.9409658125159552,64.26132282131034,0,0,3.360089882887697,25.141536010889723,0.2109000548584907
2021-01-02 22:54:00,5.873833653496767,2.4386924021130945,5.873833653496767,65.15840657753097,1,15,3.112456243148632,25.94934098871461,0.38722836490973345
2021-01-02 23:42:00,13.022928735883042,6.467319247824552,13.022928735883042,63.88794928018594,0,25,2.79433643230048,27.931601185056856,0.621190263215081
2021-01-03 01:32:00,1.596853017040047,0.2684854290477976,0.9279929395648948,63.26295092267831,2,0,3.9198289956675647,27.529460757025642,0.22921659494427996
2021-01-03 02:20:00,2.0349500732751835,0.7182900393222388,1.3533820100837843,64.24790559615037,1,10,3.2197322855087944,27.668296649066097,0.3013954782297322
2021-01-03 03:08:00,3.8965569648515768,-0.2956181098035628,-0.996802394463316,60.45537966097536,1,5,3.8543549863274023,27.74179329864023,0.29638109873202234
2021-01-03 04:55:00,15.917466627138964,8.772578107824536,15.917466627138964,67.89011037784009,1,25,3.1248727948149835,29.971869162127042,0.6895934543834265
2021-01-03 06:11:00,9.13420417482024,3.9337042581453687,9.13420417482024,55.69182244258811,4,20,3.9484364857325023,31.247583788016883,0.5441124460695876
2021-01-03 07:08:00,20.28629987454022,10.479696903377526,20.28629987454022,59.56269692912499,2,25,3.831860643649731,33.83568949996149,0.7841035973471868
2021-01-03 08:27:00,17.57796703419028,8.48463520635509,17.57796703419028,60.8315074754484,2,25,3.5278831921057194,36.106616479312905,0.765473351398158
2021-01-03 10:15:00,20.94573321789643,9.662790135249892,20.94573321789643,59.88570850362735,2,25,3.678544418215037,38.6621660050805,0.8240289052306496
2021-01-03 10:41:00,15.627748348754658,7.323445284207255,15.627748348754658,55.91547486755695,2,25,4.36034167612621,40.64544202315684,0.773669013997152
2021-01-03 11:36:00,2.2550974526507237,0.3586357892800945,-0.3314462607444994,49.76606637257806,1,5,3.2336217455428717,40.29853273305347,0.38812943998101535
2021-01-03 13:01:00,1.6335149726771618,0.6622334441674921,1.4252182064982506,56.63913485618283,2,0,3.701642621997544,39.65264654571477,0.33273107184997636
2021-01-03 13:45:00,1.6968791855966074,-0.1276544468098232,1.6968791855966074,64.35515891925095,0,0,3.660398448642401,39.02588777498894,0.32790264352959914
2021-01-03 14:20:00,19.82034204797672,9.200611854191608,19.82034204797672,56.44608159335888,1,25,3.211344825391109,41.41276354019087,0.8286559495896638
2021-01-03 14:49:00,2.106815061016313,-0.1082433905516282,2.106815061016313,65.92941948691698,1,5,2.910624911536081,41.035976145366654,0.39292613482256566
2021-01-03 15:18:00,7.4922451356432305,3.053140913768084,5.24021940585741,59.67806234448262,2,15,4.091199491545429,41.684496645752354,0.5816899921793054
2021-01-03 16:47:00,1.780545458340569,0.5295687005807453,0.5136416478319106,60.66986860056856,3,0,3.4180468777137256,41.025300167754686,0.3482776832849306
2021-01-03 18:07:00,16.458373078112416,7.401236076538129,16.458373078112416,63.76434810526164,3,25,3.564455659661529,43.042714726054605,0.801088017625447
2021-01-03 19:36:00,1.138392884680151,0.1036556410259059,-1.1309468833000125,56.68289538848426,0,0,3.3854774948868744,42.29342293423217,0.34955401926366103
2021-01-03 20:21:00,14.67248513969247,6.980999736044496,14.67248513969247,60.56406310132155,1,25,3.836216911111245,44.110458019237385,0.7865827388082284
2021-01-03 21:03:00,12.309408613775084,5.421675750957305,12.309408613775084,62.09954525979233,1,20,3.318077446972246,45.41457090300259,0.7341648799220313
2021-01-03 21:20:00,16.05063531907556,7.265485994004696,16.05063531907556,56.14736037407005,1,20,3.5955919702425274,47.05924174621194,0.7967652151331499
2021-01-03 21:41:00,1.9710142119658516,-0.8976237798233034,0.1094951339600385,59.6181308785026,0,0,3.36405558937221,46.31121630406035,0.4041595815625497
2021-01-03 22:45:00,2.8395546208674887,0.264702420851646,-3.702814373826463,61.58111858070194,1,10,3.915670269565132,46.15326833082416,0.5009030941380047
2021-01-04 00:44:00,6.113226034083411,2.7688442513078697,6.113226034083411,64.85948455262032,0,15,3.2534833013761597,46.56429911554785,0.6066460809351363
2021-01-04 01:49:00,1.2816909401920429,-0.642011014917158,-1.3836490290172208,54.30005778288233,1,0,3.39175395359014,45.758618845375715,0.3862038795928474
2021-01-04 02:19:00,13.196427560845905,5.981751196392114,13.196427560845905,55.73188484459763,0,20,4.037733743794703,47.1166963694311,0.7603445051006207
2021-01-04 02:38:00,0.8822999024577882,-0.3417684835179576,-0.1459622831580418,63.622689723909815,1,0,3.245324133729966,46.260827832483336,0.3841539642958293
2021-01-04 02:52:00,5.586549292143381,3.889555953777801,4.688080272278327,63.82862090995309,1,25,3.54365544997612,47.10809310646372,0.6792070496117761
2021-01-04 04:00:00,1.4613933331932143,-0.435041012494717,0.7687493283322766,60.874719886704064,1,0,3.0582937462026223,46.309147790987375,0.3949690126867648
2021-01-04 05:01:00,1.857424607150456,0.4850469913434629,0.4632495188984435,63.79620375322842,0,0,3.525836959714106,45.56499244666837,0.39452545091454366
2021-01-04 06:53:00,2.316789005517137,0.5607584637252204,0.1246207714230749,65.24384959290664,1,5,2.9893631226652264,45.12573792027568,0.43884812089291386
2021-01-04 08:13:00,3.321377285193414,0.5093198665195166,2.7919733958545905,61.01094019075462,0,10,2.829538013417895,45.038718135819124,0.49812054821549423
2021-01-04 09:09:00,2.781138849501282,0.3617784513564099,-1.4391588550852177,56.16465045033525,1,5,3.765199025921369,44.65549538035387,0.44251666809222195
2021-01-04 10:28:00,9.16056858022774,4.550165750890859,9.16056858022774,55.96117318762452,2,25,3.330580284443481,45.88512119360911,0.7243847064327222
2021-01-04 10:52:00,11.975360074292064,6.247803573574252,11.598519683820273,57.72876049817352,1,25,3.4918605093885566,47.36600405701755,0.7756038132264018
2021-01-04 11:03:00,11.756337065509584,4.899994930211773,11.756337065509584,66.84045596883401,0,20,3.811768708897418,48.55080500829714,0.751640610892917
2021-01-04 11:15:00,1.5575831336019164,0.3824001459040775,0.7581361398250479,63.6478464817799,1,0,3.863599740137225,47.73243205522418,0.41122632821104355
2021-01-04 13:05:00,1.5052476803292976,0.4153843090912315,0.5101765596069683,64.27655849617447,1,0,3.509263096622428,46.925297686791964,0.40202059242276283
2021-01-04 13:20:00,1.9756726010097976,-0.3493235874762099,-0.911732980641652,59.83899069670821,0,0,3.949642655440951,46.180407647955086,0.40290843384986846
2021-01-04 14:09:00,0.7043387540293935,-0.6203698909826821,-0.5039692643594194,60.90391176769498,3,0,2.837767197974084,45.32582469289086,0.37169474748693027
2021-01-04 15:36:00,1.3271265821449705,0.1396386031810136,1.3271265821449705,66.38887400318693,0,0,3.353186274724978,44.54936660408325,0.3749186172874016
2021-01-04 15:47:00,17.575680960455415,9.386914628436926,17.575680960455415,61.43921781167708,1,25,3.975051761445033,46.60579600612621,0.8358972698300047
2021-01-04 16:25:00,2.10234860627299,-0.0453993974129183,-1.3963217912901058,57.29292121033074,1,5,3.570947475048273,46.124710249418435,0.44533047078273347
2021-01-04 17:13:00,14.01579854841706,7.135018412157841,14.01579854841706,60.243342307020406,1,25,4.158886237341591,47.80076430217494,0.8040338260323898
2021-01-04 17:30:00,15.573213297517782,7.630668313008395,15.573213297517782,62.25167894698358,1,25,3.1753787595767555,49.59592391928818,0.8326653679054857
2021-01-04 19:26:00,4.0171648104575866,0.6846807618832074,1.2831900130239688,61.1071357293882,3,5,3.6336515181445375,49.242687592327265,0.5140676759247047
2021-01-04 20:31:00,11.289866346093916,4.81411474277611,11.289866346093916,64.7261147492246,1,20,3.439478737531669,50.34424074239792,0.7592284031689421
2021-01-04 20:55:00,1.6063428470094223,-0.6001698202437767,-0.7121604682255622,56.11893384830432,2,0,3.577320956021662,49.49477752655688,0.43033073743404815
2021-01-04 22:52:00,16.198958306329573,8.122244693582488,16.198958306329573,62.30450239232224,2,25,3.372105915738203,51.31737989004604,0.8487168398910936
2021-01-04 23:13:00,2.462290422966227,0.0576548780448789,-0.1254017078863825,64.10939984494428,2,5,3.236939487393608,50.777336753695806,0.5011882142195412
2021-01-05 00:25:00,3.4998666064279504,1.277372135898844,-0.3621216156303077,57.12183836551987,3,10,3.382137604414908,50.59477694605183,0.5600821768227596
2021-01-05 00:35:00,1.6052253574746445,0.2761067253127613,-0.2446004459156441,55.69378792088444,1,0,2.880381211917602,49.740193492163314,0.43286343229272134
2021-01-05 00:52:00,8.606062423172212,3.8474109954360407,8.606062423172212,62.69498319415727,1,20,3.456926819183904,50.56878373979092,0.7224588490001217
2021-01-05 02:39:00,1.4038223344075718,-0.2190777908341736,0.84045966198466,65.46844172480466,3,0,4.079006069771802,49.69498265376704,0.42868938656941774
2021-01-05 03:05:00,2.972537709600047,0.4656665591087747,-1.224605979151562,65.22543757023936,1,10,2.945093456111803,49.482391696232504,0.538615646568099
