timestamp,value,probability,anomaly_tag
1709251200,4.332871929171848,0.0,0
1709251500,5.19134131081363,0.0,0
1709251800,5.167424775320082,0.0,0
1709252100,5.6063091708839154,0.0,0
1709252400,4.651473119585891,0.0,0
1709252700,4.6848981156931115,0.0,0
1709253000,3.4324705923838392,0.0,0
1709253300,5.5702218094381415,0.0,0
1709253600,4.743172361494259,0.0,0
1709253900,4.554555897728497,0.0,0
1709254200,4.6223150234454495,0.0,0
1709254500,5.358632280147565,0.0,0
1709254800,5.073331499133608,0.0,0
1709255100,4.690738602744528,0.0,0
1709255400,4.639847689936453,0.0,0
1709255700,5.5684638926279835,0.0,0
1709256000,4.3870686831946415,0.0,0
1709256300,4.902946768161487,0.0,0
1709256600,4.862329727700826,0.0,0
1709256900,5.233609347953674,0.0,0
1709257200,6.666987824931464,0.0,0
1709257500,5.7161838345693905,0.0,0
1709257800,-1.0,1.0,1
1709258100,-1.1,1.0,1
1709258400,-1.2,1.0,1
1709258700,-1.3,1.0,1
1709259000,-1.4,1.0,1
1709259300,-1.5,1.0,1
1709259600,-1.6,1.0,1
1709259900,-1.7000000000000002,1.0,1
1709260200,-1.8,1.0,1
1709260500,-1.9,1.0,1
1709260800,-2.0,1.0,1
1709261100,-2.1,1.0,1
1709261400,-2.2,1.0,1
1709261700,-2.3,1.0,1
1709262000,-2.4000000000000004,1.0,1
1709262300,-2.5,1.0,1
1709262600,5.103616223915307,0.0,0
1709262900,5.194519260531639,0.0,0
1709263200,5.338678543133081,0.0,0
1709263500,5.015300400848809,0.0,0
1709263800,6.404447800461828,0.0,0
1709264100,9.0,0.8,1
1709264400,9.1,0.82,1
1709264700,9.2,0.8399999999999999,1
1709265000,9.3,0.8600000000000001,1
1709265300,9.4,0.8800000000000001,1
1709265600,9.5,0.9,1
1709265900,9.6,0.9199999999999999,1
1709266200,9.7,0.9399999999999998,1
1709266500,9.8,0.9600000000000002,1
1709266800,9.9,0.9800000000000001,1
1709267100,10.0,1.0,1
1709267400,10.1,1.0,1
1709267700,10.2,1.0,1
1709268000,10.3,1.0,1
1709268300,10.4,1.0,1
1709268600,10.5,1.0,1
1709268900,10.6,1.0,1
1709269200,5.642591112210422,0.0,0
1709269500,4.973877918515901,0.0,0
1709269800,4.834819453852164,0.0,0
1709270100,5.5583506404626615,0.0,0
1709270400,5.406660445804005,0.0,0
1709270700,-1.0,1.0,1
1709271000,-1.1,1.0,1
1709271300,-1.2,1.0,1
1709271600,-1.3,1.0,1
1709271900,-1.4,1.0,1
1709272200,-1.5,1.0,1
1709272500,-1.6,1.0,1
1709272800,-1.7000000000000002,1.0,1
1709273100,-1.8,1.0,1
1709273400,-1.9,1.0,1
1709273700,-2.0,1.0,1
1709274000,-2.1,1.0,1
1709274300,-2.2,1.0,1
1709274600,-1.0,1.0,1
1709274900,-1.1,1.0,1
1709275200,-1.2,1.0,1
1709275500,-1.3,1.0,1
1709275800,-1.4,1.0,1
1709276100,-1.5,1.0,1
1709276400,-1.6,1.0,1
1709276700,-1.7000000000000002,1.0,1
1709277000,-1.8,1.0,1
1709277300,-1.9,1.0,1
1709277600,-2.0,1.0,1
1709277900,-2.1,1.0,1
1709278200,4.8933607272376065,0.0,0
1709278500,4.75377001478822,0.0,0
1709278800,5.500877251538257,0.0,0
1709279100,5.177936830597383,0.0,0
1709279400,5.583778120253473,0.0,0
1709279700,5.477357278337565,0.0,0
1709280000,7.023377752176003,0.0,0
1709280300,4.447765516959574,0.0,0
1709280600,4.148749724845159,0.0,0
1709280900,5.625494970403652,0.0,0
1709281200,9.0,0.8,1
1709281500,9.1,0.82,1
1709281800,9.2,0.8399999999999999,1
1709282100,9.3,0.8600000000000001,1
1709282400,9.4,0.8800000000000001,1
1709282700,9.5,0.9,1
1709283000,9.6,0.9199999999999999,1
1709283300,9.7,0.9399999999999998,1
1709283600,9.8,0.9600000000000002,1
1709283900,9.9,0.9800000000000001,1
1709284200,10.0,1.0,1
1709284500,10.1,1.0,1
1709284800,10.2,1.0,1
1709285100,10.3,1.0,1
1709285400,10.4,1.0,1
1709285700,10.5,1.0,1
1709286000,10.6,1.0,1
1709286300,10.7,1.0,1
1709286600,10.8,1.0,1
1709286900,10.9,1.0,1
1709287200,11.0,1.0,1
1709287500,11.1,1.0,1
1709287800,11.2,1.0,1
1709288100,11.3,1.0,1
1709288400,11.4,1.0,1
1709288700,11.5,1.0,1
1709289000,11.6,1.0,1
1709289300,4.526445002781248,0.0,0
1709289600,5.4462267702627365,0.0,0
1709289900,5.300868998914883,0.0,0
1709290200,-1.0,1.0,1
1709290500,-1.1,1.0,1
1709290800,-1.2,1.0,1
1709291100,-1.3,1.0,1
1709291400,-1.4,1.0,1
1709291700,-1.5,1.0,1
1709292000,-1.6,1.0,1
1709292300,-1.7000000000000002,1.0,1
1709292600,-1.8,1.0,1
1709292900,-1.9,1.0,1
1709293200,-2.0,1.0,1
1709293500,-2.1,1.0,1
1709293800,-2.2,1.0,1
1709294100,-2.3,1.0,1
1709294400,-2.4000000000000004,1.0,1
1709294700,-2.5,1.0,1
1709295000,5.694911991759216,0.0,0
1709295300,-1.0,1.0,1
1709295600,-1.1,1.0,1
1709295900,-1.2,1.0,1
1709296200,-1.3,1.0,1
1709296500,-1.4,1.0,1
1709296800,-1.5,1.0,1
1709297100,-1.6,1.0,1
1709297400,-1.7000000000000002,1.0,1
1709297700,-1.8,1.0,1
1709298000,-1.9,1.0,1
1709298300,-2.0,1.0,1
1709298600,-2.1,1.0,1
1709298900,-2.2,1.0,1
1709299200,-2.3,1.0,1
1709299500,-2.4000000000000004,1.0,1
1709299800,-2.5,1.0,1
1709300100,-2.6,1.0,1
1709300400,-2.7,1.0,1
1709300700,-2.8,1.0,1
1709301000,-2.9000000000000004,1.0,1
1709301300,-3.0,1.0,1
1709301600,-3.1,1.0,1
1709301900,-3.2,1.0,1
1709302200,-3.3000000000000003,1.0,1
1709302500,-3.4000000000000004,1.0,1
1709302800,-3.5,1.0,1
1709303100,-3.6,1.0,1
1709303400,4.845089120878196,0.0,0
1709303700,5.276573369252176,0.0,0
1709304000,4.190366016060195,0.0,0
1709304300,4.388556328779158,0.0,0
1709304600,6.167069368692071,0.0,0
1709304900,4.907998125490316,0.0,0
1709305200,4.710126392749224,0.0,0
1709305500,4.658102990960958,0.0,0
1709305800,4.990709995992932,0.0,0
1709306100,4.983574132648905,0.0,0
1709306400,4.545003727689055,0.0,0
1709306700,-1.0,1.0,1
1709307000,-1.1,1.0,1
1709307300,-1.2,1.0,1
1709307600,-1.3,1.0,1
1709307900,-1.4,1.0,1
1709308200,-1.5,1.0,1
1709308500,-1.6,1.0,1
1709308800,-1.7000000000000002,1.0,1
1709309100,-1.8,1.0,1
1709309400,-1.9,1.0,1
1709309700,-2.0,1.0,1
1709310000,-2.1,1.0,1
1709310300,-2.2,1.0,1
1709310600,-2.3,1.0,1
1709310900,-2.4000000000000004,1.0,1
1709311200,-2.5,1.0,1
1709311500,-2.6,1.0,1
1709311800,-2.7,1.0,1
1709312100,-2.8,1.0,1
1709312400,-2.9000000000000004,1.0,1
1709312700,-3.0,1.0,1
1709313000,5.274449389231486,0.0,0
1709313300,5.286652459660116,0.0,0
1709313600,4.8445828131566655,0.0,0
1709313900,5.2038925785119865,0.0,0
1709314200,4.995571910033256,0.0,0
1709314500,4.534798336425833,0.0,0
1709314800,5.463884513533549,0.0,0
1709315100,5.843123183526913,0.0,0
1709315400,5.835395452095142,0.0,0
1709315700,4.703940510678004,0.0,0
1709316000,5.553897565005172,0.0,0
1709316300,6.023962972207077,0.0,0
1709316600,5.524153649381227,0.0,0
1709316900,5.389452039577463,0.0,0
1709317200,4.266275877994816,0.0,0
1709317500,5.372328929577041,0.0,0
1709317800,4.903437573882162,0.0,0
1709318100,4.785952984539083,0.0,0
1709318400,5.333673079120379,0.0,0
1709318700,5.818331914650263,0.0,0
1709319000,6.523497629761599,0.0,0
1709319300,4.1359751313897215,0.0,0
1709319600,5.714436353668184,0.0,0
1709319900,5.370584507306687,0.0,0
1709320200,5.730242478188066,0.0,0
1709320500,5.135772961699325,0.0,0
1709320800,5.508440859545983,0.0,0
1709321100,5.104899807194883,0.0,0
1709321400,4.269887064584457,0.0,0
1709321700,5.4407006389280275,0.0,0
1709322000,4.4273016428231475,0.0,0
1709322300,5.461986415958476,0.0,0
1709322600,5.761033713442341,0.0,0
1709322900,4.479415346012376,0.0,0
1709323200,5.087517111456986,0.0,0
1709323500,5.527204128914537,0.0,0
1709323800,4.856243295083714,0.0,0
1709324100,6.640653295437045,0.0,0
1709324400,5.056259258091168,0.0,0
1709324700,4.422190624360324,0.0,0
1709325000,5.586308000487844,0.0,0
1709325300,4.925520566671004,0.0,0
1709325600,-1.0,1.0,1
1709325900,-1.1,1.0,1
1709326200,-1.2,1.0,1
1709326500,-1.3,1.0,1
1709326800,-1.4,1.0,1
1709327100,-1.5,1.0,1
1709327400,-1.6,1.0,1
1709327700,-1.0,1.0,1
1709328000,-1.1,1.0,1
1709328300,-1.2,1.0,1
1709328600,-1.3,1.0,1
1709328900,-1.4,1.0,1
1709329200,-1.5,1.0,1
1709329500,-1.6,1.0,1
1709329800,-1.7000000000000002,1.0,1
1709330100,-1.8,1.0,1
1709330400,-1.9,1.0,1
1709330700,-2.0,1.0,1
1709331000,-2.1,1.0,1
1709331300,-2.2,1.0,1
1709331600,-2.3,1.0,1
1709331900,-2.4000000000000004,1.0,1
1709332200,-2.5,1.0,1
1709332500,-2.6,1.0,1
1709332800,-2.7,1.0,1
1709333100,-2.8,1.0,1
1709333400,-2.9000000000000004,1.0,1
1709333700,-3.0,1.0,1
1709334000,-3.1,1.0,1
1709334300,-3.2,1.0,1
1709334600,-3.3000000000000003,1.0,1
1709334900,-3.4000000000000004,1.0,1
1709335200,-1.0,1.0,1
1709335500,-1.1,1.0,1
1709335800,-1.2,1.0,1
1709336100,-1.3,1.0,1
1709336400,-1.4,1.0,1
1709336700,-1.5,1.0,1
1709337000,-1.6,1.0,1
1709337300,5.444204490768643,0.0,0
1709337600,4.311368016305,0.0,0
1709337900,5.833761696887954,0.0,0
1709338200,5.529702596305634,0.0,0
1709338500,4.730417368342531,0.0,0
1709338800,3.9188672185960636,0.0,0
1709339100,5.28063024649887,0.0,0
1709339400,4.560229318973766,0.0,0
1709339700,5.117207883528184,0.0,0
1709340000,4.66643306133523,0.0,0
1709340300,-1.0,1.0,1
1709340600,-1.1,1.0,1
1709340900,-1.2,1.0,1
1709341200,-1.3,1.0,1
1709341500,-1.4,1.0,1
1709341800,-1.5,1.0,1
1709342100,-1.6,1.0,1
1709342400,-1.7000000000000002,1.0,1
1709342700,-1.8,1.0,1
1709343000,-1.9,1.0,1
1709343300,-2.0,1.0,1
1709343600,-2.1,1.0,1
1709343900,-2.2,1.0,1
1709344200,-2.3,1.0,1
1709344500,-2.4000000000000004,1.0,1
1709344800,-2.5,1.0,1
1709345100,-2.6,1.0,1
1709345400,-2.7,1.0,1
1709345700,-2.8,1.0,1
1709346000,4.923359102921668,0.0,0
1709346300,4.279920957361902,0.0,0
1709346600,5.7208282665306145,0.0,0
1709346900,-1.0,1.0,1
1709347200,-1.1,1.0,1
1709347500,-1.2,1.0,1
1709347800,-1.3,1.0,1
1709348100,-1.4,1.0,1
1709348400,-1.5,1.0,1
1709348700,-1.6,1.0,1
1709349000,-1.7000000000000002,1.0,1
1709349300,-1.8,1.0,1
1709349600,-1.9,1.0,1
1709349900,-2.0,1.0,1
1709350200,-2.1,1.0,1
1709350500,-2.2,1.0,1
1709350800,-2.3,1.0,1
1709351100,-2.4000000000000004,1.0,1
1709351400,-2.5,1.0,1
1709351700,-2.6,1.0,1
1709352000,-2.7,1.0,1
1709352300,-2.8,1.0,1
1709352600,-2.9000000000000004,1.0,1
1709352900,-3.0,1.0,1
1709353200,-3.1,1.0,1
1709353500,-3.2,1.0,1
